filename	description	labels
119844_jazz_seed72.wav	jazz	Chink_and_clink,Glass
119844_pop_seed72.wav	pop	Chink_and_clink,Glass
119958_classical_seed72.wav	classical	Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm
119958_jazz_seed72.wav	jazz	Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm
119958_pop_seed72.wav	pop	Doorbell,Door,Domestic_sounds_and_home_sounds,Alarm
120019_classical_seed72.wav	classical	Coin_(dropping),Domestic_sounds_and_home_sounds
120019_jazz_seed72.wav	jazz	Coin_(dropping),Domestic_sounds_and_home_sounds
120019_pop_seed72.wav	pop	Coin_(dropping),Domestic_sounds_and_home_sounds
120027_classical_seed72.wav	classical	Tap,Drip,Fill_(with_liquid),Water_tap_and_faucet,Gurgling,Liquid,Domestic_sounds_and_home_sounds,Water
120027_jazz_seed72.wav	jazz	Tap,Drip,Fill_(with_liquid),Water_tap_and_faucet,Gurgling,Liquid,Domestic_sounds_and_home_sounds,Water
120027_pop_seed72.wav	pop	Tap,Drip,Fill_(with_liquid),Water_tap_and_faucet,Gurgling,Liquid,Domestic_sounds_and_home_sounds,Water
120116_classical_seed72.wav	classical	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
120116_jazz_seed72.wav	jazz	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
120116_pop_seed72.wav	pop	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
121546_classical_seed72.wav	classical	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
121546_jazz_seed72.wav	jazz	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
121546_pop_seed72.wav	pop	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
122795_classical_seed72.wav	classical	Rain,Water
122795_jazz_seed72.wav	jazz	Rain,Water
122795_pop_seed72.wav	pop	Rain,Water
122823_classical_seed72.wav	classical	Water,Engine,Splash_and_splatter,Liquid
122823_jazz_seed72.wav	jazz	Water,Engine,Splash_and_splatter,Liquid
122823_pop_seed72.wav	pop	Water,Engine,Splash_and_splatter,Liquid
124533_classical_seed72.wav	classical	Sawing,Tools
124533_jazz_seed72.wav	jazz	Sawing,Tools
124533_pop_seed72.wav	pop	Sawing,Tools
125940_classical_seed72.wav	classical	Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
125940_jazz_seed72.wav	jazz	Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
125940_pop_seed72.wav	pop	Chirp_and_tweet,Bird,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song
127857_classical_seed72.wav	classical	Chatter,Alarm,Human_group_actions
127857_jazz_seed72.wav	jazz	Chatter,Alarm,Human_group_actions
127857_pop_seed72.wav	pop	Chatter,Alarm,Human_group_actions
131918_classical_seed72.wav	classical	Tools
131918_jazz_seed72.wav	jazz	Tools
131918_pop_seed72.wav	pop	Tools
133869_classical_seed72.wav	classical	Meow,Cat,Domestic_animals_and_pets,Animal
133869_jazz_seed72.wav	jazz	Meow,Cat,Domestic_animals_and_pets,Animal
133869_pop_seed72.wav	pop	Meow,Cat,Domestic_animals_and_pets,Animal
134843_classical_seed72.wav	classical	Crumpling_and_crinkling
134843_jazz_seed72.wav	jazz	Crumpling_and_crinkling
134843_pop_seed72.wav	pop	Crumpling_and_crinkling
134909_classical_seed72.wav	classical	Rain,Water
134909_jazz_seed72.wav	jazz	Rain,Water
134909_pop_seed72.wav	pop	Rain,Water
135429_classical_seed72.wav	classical	Hiss,Wind,Domestic_sounds_and_home_sounds
135429_jazz_seed72.wav	jazz	Hiss,Wind,Domestic_sounds_and_home_sounds
135429_pop_seed72.wav	pop	Hiss,Wind,Domestic_sounds_and_home_sounds
135847_classical_seed72.wav	classical	Drill,Power_tool,Tools
135847_jazz_seed72.wav	jazz	Drill,Power_tool,Tools
135847_pop_seed72.wav	pop	Drill,Power_tool,Tools
135853_classical_seed72.wav	classical	Ratchet_and_pawl,Tools,Mechanisms
135853_jazz_seed72.wav	jazz	Ratchet_and_pawl,Tools,Mechanisms
135853_pop_seed72.wav	pop	Ratchet_and_pawl,Tools,Mechanisms
137134_classical_seed72.wav	classical	Microwave_oven,Alarm,Domestic_sounds_and_home_sounds
137134_jazz_seed72.wav	jazz	Microwave_oven,Alarm,Domestic_sounds_and_home_sounds
137134_pop_seed72.wav	pop	Microwave_oven,Alarm,Domestic_sounds_and_home_sounds
137746_classical_seed72.wav	classical	Walk_and_footsteps,Crack
137746_jazz_seed72.wav	jazz	Walk_and_footsteps,Crack
137746_pop_seed72.wav	pop	Walk_and_footsteps,Crack
137749_classical_seed72.wav	classical	Stream,Splash_and_splatter,Thump_and_thud,Water,Liquid
137749_jazz_seed72.wav	jazz	Stream,Splash_and_splatter,Thump_and_thud,Water,Liquid
137749_pop_seed72.wav	pop	Stream,Splash_and_splatter,Thump_and_thud,Water,Liquid
138049_classical_seed72.wav	classical	Typewriter,Typing,Domestic_sounds_and_home_sounds
138049_jazz_seed72.wav	jazz	Typewriter,Typing,Domestic_sounds_and_home_sounds
138049_pop_seed72.wav	pop	Typewriter,Typing,Domestic_sounds_and_home_sounds
139001_classical_seed72.wav	classical	Ratchet_and_pawl,Mechanisms
139001_jazz_seed72.wav	jazz	Ratchet_and_pawl,Mechanisms
139001_pop_seed72.wav	pop	Ratchet_and_pawl,Mechanisms
141515_classical_seed72.wav	classical	Shatter,Crushing,Glass
141515_jazz_seed72.wav	jazz	Shatter,Crushing,Glass
141515_pop_seed72.wav	pop	Shatter,Crushing,Glass
142593_classical_seed72.wav	classical	Tick,Clock,Mechanisms
142593_jazz_seed72.wav	jazz	Tick,Clock,Mechanisms
142593_pop_seed72.wav	pop	Tick,Clock,Mechanisms
144115_classical_seed72.wav	classical	Shatter,Chink_and_clink,Glass
144115_jazz_seed72.wav	jazz	Shatter,Chink_and_clink,Glass
144115_pop_seed72.wav	pop	Shatter,Chink_and_clink,Glass
144198_classical_seed72.wav	classical	Sink_(filling_or_washing),Liquid,Domestic_sounds_and_home_sounds
144198_jazz_seed72.wav	jazz	Sink_(filling_or_washing),Liquid,Domestic_sounds_and_home_sounds
144198_pop_seed72.wav	pop	Sink_(filling_or_washing),Liquid,Domestic_sounds_and_home_sounds
14575_classical_seed72.wav	classical	Ringtone,Telephone,Alarm
14575_jazz_seed72.wav	jazz	Ringtone,Telephone,Alarm
14575_pop_seed72.wav	pop	Ringtone,Telephone,Alarm
146947_classical_seed72.wav	classical	Water,Splash_and_splatter,Liquid
146947_jazz_seed72.wav	jazz	Water,Splash_and_splatter,Liquid
146947_pop_seed72.wav	pop	Water,Splash_and_splatter,Liquid
147330_classical_seed72.wav	classical	Frog,Wild_animals,Animal
147330_jazz_seed72.wav	jazz	Frog,Wild_animals,Animal
147330_pop_seed72.wav	pop	Frog,Wild_animals,Animal
149190_classical_seed72.wav	classical	Growling,Wild_animals,Animal
149190_jazz_seed72.wav	jazz	Growling,Wild_animals,Animal
149190_pop_seed72.wav	pop	Growling,Wild_animals,Animal
149256_classical_seed72.wav	classical	Walk_and_footsteps,Sliding_door,Slam,Insect,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds
149256_jazz_seed72.wav	jazz	Walk_and_footsteps,Sliding_door,Slam,Insect,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds
149256_pop_seed72.wav	pop	Walk_and_footsteps,Sliding_door,Slam,Insect,Wild_animals,Animal,Door,Domestic_sounds_and_home_sounds
151280_classical_seed72.wav	classical	Splash_and_splatter,Liquid
151280_jazz_seed72.wav	jazz	Splash_and_splatter,Liquid
151280_pop_seed72.wav	pop	Splash_and_splatter,Liquid
153246_classical_seed72.wav	classical	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
153246_jazz_seed72.wav	jazz	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
153246_pop_seed72.wav	pop	Computer_keyboard,Typing,Domestic_sounds_and_home_sounds
154431_classical_seed72.wav	classical	Writing,Domestic_sounds_and_home_sounds
154431_jazz_seed72.wav	jazz	Writing,Domestic_sounds_and_home_sounds
154431_pop_seed72.wav	pop	Writing,Domestic_sounds_and_home_sounds
154440_classical_seed72.wav	classical	Slam,Microwave_oven,Door,Domestic_sounds_and_home_sounds
154440_jazz_seed72.wav	jazz	Slam,Microwave_oven,Door,Domestic_sounds_and_home_sounds
154440_pop_seed72.wav	pop	Slam,Microwave_oven,Door,Domestic_sounds_and_home_sounds
154462_classical_seed72.wav	classical	Buzz,Engine,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal
154462_jazz_seed72.wav	jazz	Buzz,Engine,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal
154462_pop_seed72.wav	pop	Buzz,Engine,Domestic_sounds_and_home_sounds,Insect,Wild_animals,Animal
154465_classical_seed72.wav	classical	Hammer,Thump_and_thud,Tools
154465_jazz_seed72.wav	jazz	Hammer,Thump_and_thud,Tools
154465_pop_seed72.wav	pop	Hammer,Thump_and_thud,Tools
154470_classical_seed72.wav	classical	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
154470_jazz_seed72.wav	jazz	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
154470_pop_seed72.wav	pop	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
154824_classical_seed72.wav	classical	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
154824_jazz_seed72.wav	jazz	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
154824_pop_seed72.wav	pop	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
155468_classical_seed72.wav	classical	Chatter,Thump_and_thud,Livestock_and_farm_animals_and_working_animals,Human_group_actions,Animal
155468_jazz_seed72.wav	jazz	Chatter,Thump_and_thud,Livestock_and_farm_animals_and_working_animals,Human_group_actions,Animal
155468_pop_seed72.wav	pop	Chatter,Thump_and_thud,Livestock_and_farm_animals_and_working_animals,Human_group_actions,Animal
155510_classical_seed72.wav	classical	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
155510_jazz_seed72.wav	jazz	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
155510_pop_seed72.wav	pop	Trickle_and_dribble,Sink_(filling_or_washing),Water_tap_and_faucet,Pour,Liquid,Domestic_sounds_and_home_sounds
15902_classical_seed72.wav	classical	Waves_and_surf,Human_voice,Ocean,Water
15902_jazz_seed72.wav	jazz	Waves_and_surf,Human_voice,Ocean,Water
15902_pop_seed72.wav	pop	Waves_and_surf,Human_voice,Ocean,Water
160362_classical_seed72.wav	classical	Squeak,Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
160362_jazz_seed72.wav	jazz	Squeak,Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
160362_pop_seed72.wav	pop	Squeak,Walk_and_footsteps,Slam,Door,Domestic_sounds_and_home_sounds
161543_classical_seed72.wav	classical	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
161543_jazz_seed72.wav	jazz	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
161543_pop_seed72.wav	pop	Coin_(dropping),Wood,Domestic_sounds_and_home_sounds
162804_classical_seed72.wav	classical	Mechanisms
162804_jazz_seed72.wav	jazz	Mechanisms
162804_pop_seed72.wav	pop	Mechanisms
163286_classical_seed72.wav	classical	Meow,Cat,Domestic_animals_and_pets,Animal
163286_jazz_seed72.wav	jazz	Meow,Cat,Domestic_animals_and_pets,Animal
163286_pop_seed72.wav	pop	Meow,Cat,Domestic_animals_and_pets,Animal
163411_classical_seed72.wav	classical	Ratchet_and_pawl,Mechanisms
163411_jazz_seed72.wav	jazz	Ratchet_and_pawl,Mechanisms
163411_pop_seed72.wav	pop	Ratchet_and_pawl,Mechanisms
163420_classical_seed72.wav	classical	Mechanisms
163420_jazz_seed72.wav	jazz	Mechanisms
163420_pop_seed72.wav	pop	Mechanisms
164031_classical_seed72.wav	classical	Telephone,Alarm
164031_jazz_seed72.wav	jazz	Telephone,Alarm
164031_pop_seed72.wav	pop	Telephone,Alarm
165110_classical_seed72.wav	classical	Drawer_open_or_close,Wood,Domestic_sounds_and_home_sounds
165110_jazz_seed72.wav	jazz	Drawer_open_or_close,Wood,Domestic_sounds_and_home_sounds
165110_pop_seed72.wav	pop	Drawer_open_or_close,Wood,Domestic_sounds_and_home_sounds
166747_classical_seed72.wav	classical	Camera,Mechanisms
166747_jazz_seed72.wav	jazz	Camera,Mechanisms
166747_pop_seed72.wav	pop	Camera,Mechanisms
167508_classical_seed72.wav	classical	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
167508_jazz_seed72.wav	jazz	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
167508_pop_seed72.wav	pop	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
16783_classical_seed72.wav	classical	Thunder,Chirp_and_tweet,Wind,Rain,Water,Thunderstorm,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
16783_jazz_seed72.wav	jazz	Thunder,Chirp_and_tweet,Wind,Rain,Water,Thunderstorm,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
16783_pop_seed72.wav	pop	Thunder,Chirp_and_tweet,Wind,Rain,Water,Thunderstorm,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal
168825_classical_seed72.wav	classical	Alarm
168825_jazz_seed72.wav	jazz	Alarm
168825_pop_seed72.wav	pop	Alarm
16942_classical_seed72.wav	classical	Printer,Mechanisms
16942_jazz_seed72.wav	jazz	Printer,Mechanisms
16942_pop_seed72.wav	pop	Printer,Mechanisms
170726_classical_seed72.wav	classical	Cutlery_and_silverware,Human_group_actions,Domestic_sounds_and_home_sounds
170726_jazz_seed72.wav	jazz	Cutlery_and_silverware,Human_group_actions,Domestic_sounds_and_home_sounds
170726_pop_seed72.wav	pop	Cutlery_and_silverware,Human_group_actions,Domestic_sounds_and_home_sounds
172743_classical_seed72.wav	classical	Computer_keyboard,Human_voice,Typing,Domestic_sounds_and_home_sounds
172743_jazz_seed72.wav	jazz	Computer_keyboard,Human_voice,Typing,Domestic_sounds_and_home_sounds
172743_pop_seed72.wav	pop	Computer_keyboard,Human_voice,Typing,Domestic_sounds_and_home_sounds
17414_classical_seed72.wav	classical	Bark,Human_voice,Dog,Domestic_animals_and_pets,Animal
17414_jazz_seed72.wav	jazz	Bark,Human_voice,Dog,Domestic_animals_and_pets,Animal
17414_pop_seed72.wav	pop	Bark,Human_voice,Dog,Domestic_animals_and_pets,Animal
17422_classical_seed72.wav	classical	Packing_tape_and_duct_tape,Domestic_sounds_and_home_sounds
17422_jazz_seed72.wav	jazz	Packing_tape_and_duct_tape,Domestic_sounds_and_home_sounds
17422_pop_seed72.wav	pop	Packing_tape_and_duct_tape,Domestic_sounds_and_home_sounds
175940_classical_seed72.wav	classical	Walk_and_footsteps
175940_jazz_seed72.wav	jazz	Walk_and_footsteps
175940_pop_seed72.wav	pop	Walk_and_footsteps
17741_classical_seed72.wav	classical	Stream,Gurgling,Splash_and_splatter,Water,Liquid
17741_jazz_seed72.wav	jazz	Stream,Gurgling,Splash_and_splatter,Water,Liquid
17741_pop_seed72.wav	pop	Stream,Gurgling,Splash_and_splatter,Water,Liquid
177844_classical_seed72.wav	classical	Camera,Mechanisms
177844_jazz_seed72.wav	jazz	Camera,Mechanisms
177844_pop_seed72.wav	pop	Camera,Mechanisms
178412_classical_seed72.wav	classical	Squeak
178412_jazz_seed72.wav	jazz	Squeak
178412_pop_seed72.wav	pop	Squeak
180243_classical_seed72.wav	classical	Hammer,Tools
180243_jazz_seed72.wav	jazz	Hammer,Tools
180243_pop_seed72.wav	pop	Hammer,Tools
180837_classical_seed72.wav	classical	Whoosh_and_swoosh_and_swish
180837_jazz_seed72.wav	jazz	Whoosh_and_swoosh_and_swish
180837_pop_seed72.wav	pop	Whoosh_and_swoosh_and_swish
181134_classical_seed72.wav	classical	Bird,Wild_animals,Animal
181134_jazz_seed72.wav	jazz	Bird,Wild_animals,Animal
181134_pop_seed72.wav	pop	Bird,Wild_animals,Animal
182501_classical_seed72.wav	classical	Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals
182501_jazz_seed72.wav	jazz	Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals
182501_pop_seed72.wav	pop	Bark,Chatter,Chirp_and_tweet,Dog,Domestic_animals_and_pets,Animal,Human_group_actions,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals
182506_classical_seed72.wav	classical	Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine
182506_jazz_seed72.wav	jazz	Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine
182506_pop_seed72.wav	pop	Chirp_and_tweet,Idling,Bird,Livestock_and_farm_animals_and_working_animals,Wild_animals,Animal,Bird_vocalization_and_bird_call_and_bird_song,Engine
182509_classical_seed72.wav	classical	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal
182509_jazz_seed72.wav	jazz	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal
182509_pop_seed72.wav	pop	Chirp_and_tweet,Bird_vocalization_and_bird_call_and_bird_song,Livestock_and_farm_animals_and_working_animals,Bird,Wild_animals,Animal
184197_classical_seed72.wav	classical	Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect
184197_jazz_seed72.wav	jazz	Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect
184197_pop_seed72.wav	pop	Buzz,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal,Insect
184293_classical_seed72.wav	classical	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
184293_jazz_seed72.wav	jazz	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
184293_pop_seed72.wav	pop	Drip,Water_tap_and_faucet,Liquid,Domestic_sounds_and_home_sounds
184441_classical_seed72.wav	classical	Telephone,Alarm
184441_jazz_seed72.wav	jazz	Telephone,Alarm
184441_pop_seed72.wav	pop	Telephone,Alarm
185055_classical_seed72.wav	classical	Tap,Printer,Mechanisms
185055_jazz_seed72.wav	jazz	Tap,Printer,Mechanisms
185055_pop_seed72.wav	pop	Tap,Printer,Mechanisms
185310_classical_seed72.wav	classical	Coin_(dropping),Domestic_sounds_and_home_sounds
185310_jazz_seed72.wav	jazz	Coin_(dropping),Domestic_sounds_and_home_sounds
185310_pop_seed72.wav	pop	Coin_(dropping),Domestic_sounds_and_home_sounds
185578_classical_seed72.wav	classical	Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine
185578_jazz_seed72.wav	jazz	Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine
185578_pop_seed72.wav	pop	Idling,Engine_starting,Accelerating_and_revving_and_vroom,Engine
185631_classical_seed72.wav	classical	Ringtone,Chatter,Telephone,Alarm,Human_group_actions
185631_jazz_seed72.wav	jazz	Ringtone,Chatter,Telephone,Alarm,Human_group_actions
185631_pop_seed72.wav	pop	Ringtone,Chatter,Telephone,Alarm,Human_group_actions
185990_classical_seed72.wav	classical	Domestic_sounds_and_home_sounds
185990_jazz_seed72.wav	jazz	Domestic_sounds_and_home_sounds
185990_pop_seed72.wav	pop	Domestic_sounds_and_home_sounds
186347_classical_seed72.wav	classical	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
186347_jazz_seed72.wav	jazz	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
186347_pop_seed72.wav	pop	Cutlery_and_silverware,Domestic_sounds_and_home_sounds
186434_classical_seed72.wav	classical	Run
186434_jazz_seed72.wav	jazz	Run
186434_pop_seed72.wav	pop	Run
186474_classical_seed72.wav	classical	Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds
186474_jazz_seed72.wav	jazz	Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds
186474_pop_seed72.wav	pop	Screech,Sliding_door,Alarm,Door,Domestic_sounds_and_home_sounds
186757_classical_seed72.wav	classical	Splash_and_splatter,Liquid
186757_jazz_seed72.wav	jazz	Splash_and_splatter,Liquid
